N,ns/op
800.0,1.038013
4500.0,0.968847
400.0,1.047
2800.0,0.96858
1200.0,1.054364
3200.0,0.952289
2500.0,1.077233
4600.0,0.926032
200.0,1.071579
3300.0,0.995009
2100.0,0.951761
3500.0,0.882019
3200.0,1.000013
2300.0,0.979918
4300.0,1.022458
1700.0,1.055213
700.0,1.066403
3300.0,0.943369
2700.0,1.01178
1900.0,1.046674
2100.0,1.000466
1200.0,1.06055
2500.0,1.011025
2600.0,0.905204
1700.0,1.054494
700.0,1.04096
2500.0,1.047876
3100.0,1.000585
2200.0,0.977005
2900.0,1.031232
4200.0,0.9445
600.0,1.108998
2500.0,1.074449
2300.0,1.025022
1500.0,0.97739
100.0,1.344299
600.0,0.949348
200.0,1.067458
2400.0,1.045379
1000.0,1.024362
500.0,1.04363
2500.0,1.007786
4000.0,1.001745
4600.0,0.946858
1000.0,1.055816
4500.0,0.872079
4000.0,0.900612
2100.0,0.958801
2500.0,0.90285
200.0,1.055695
4900.0,0.897712
2800.0,0.868314
4000.0,1.007386
1300.0,1.062263
600.0,1.043585
800.0,1.053569
3900.0,0.965856
3000.0,0.895199
100.0,0.971382
3200.0,0.861351
1300.0,1.046571
1800.0,0.966663
1900.0,0.98236
4300.0,0.86242
3300.0,0.940604
1400.0,1.064626
800.0,1.056306
2900.0,0.943504
1200.0,1.052929
1500.0,1.060315
600.0,1.060915
1100.0,0.88005
3700.0,0.947392
2200.0,1.051361
4700.0,0.981691
4900.0,0.931828
1500.0,1.064873
4900.0,0.897789
4800.0,0.899842
700.0,0.986066
500.0,1.077401
4900.0,0.871937
3700.0,0.90334
4300.0,1.004845
2900.0,0.959288
3000.0,0.981715
4200.0,1.027765
3300.0,0.994325
3600.0,1.030187
4000.0,0.927212
200.0,1.062046
2400.0,1.037918
3700.0,0.992756
3400.0,0.9793
1900.0,1.049495
3600.0,0.932656
4000.0,0.902962
3700.0,0.969685
700.0,1.06298
1100.0,1.035031
2300.0,1.031755
2000.0,0.98615
3100.0,1.036783
2400.0,0.939182
2100.0,1.004443
4900.0,0.966573
1100.0,1.07276
1100.0,1.05295
800.0,0.969203
2300.0,0.924945
4100.0,1.013972
4500.0,0.934529
2100.0,1.029643
3400.0,0.974647
2500.0,0.913942
3000.0,0.930981
3300.0,1.037474
4100.0,0.909944
800.0,1.102854
4600.0,0.93587
3300.0,0.995037
1700.0,1.0405
1900.0,0.946785
3500.0,0.875984
1000.0,0.928207
1700.0,0.896961
200.0,1.132501
2800.0,0.861145
400.0,0.875859
2800.0,0.867165
2900.0,0.940408
4800.0,0.969526
3000.0,0.97107
3200.0,0.885608
3300.0,1.018565
2100.0,0.941486
3200.0,0.882686
1300.0,0.953906
1400.0,1.035704
4400.0,1.012271
3300.0,0.921904
200.0,1.063553
3200.0,0.982845
1500.0,1.052555
3800.0,0.989185
4200.0,0.878977
1800.0,0.964532
2600.0,1.03833
1400.0,1.043869
4600.0,0.940348
4200.0,0.901404
2900.0,0.885487
1600.0,0.936188
100.0,1.351552
3100.0,0.872991
3200.0,0.898821
2100.0,1.012398
400.0,0.880589
4200.0,0.934972
3500.0,1.017022
1300.0,1.107414
4200.0,0.985914
200.0,1.065044
1900.0,1.034549
1400.0,1.03135
4600.0,0.989003
1200.0,1.057693
700.0,1.040636
1100.0,0.914198
1000.0,1.054372
100.0,1.376972
200.0,1.286621
3300.0,1.0027
3200.0,0.912331
2300.0,0.985985
100.0,1.008642
4700.0,0.878426
3600.0,0.886584
300.0,0.889894
4600.0,0.862302
4100.0,0.865176
3000.0,0.966355
1400.0,1.060233
3000.0,0.969609
4700.0,0.916688
200.0,0.920089
3100.0,0.859975
4800.0,0.869645
300.0,0.877461
3400.0,0.886419
1200.0,0.922532
2100.0,1.04394
2900.0,1.059571
1800.0,1.053906
1900.0,0.940705
4600.0,0.884875
1600.0,0.879107
4200.0,0.870475
3300.0,0.919078
2500.0,0.904365
2200.0,1.022767
2700.0,0.923775
900.0,0.926276
4700.0,0.930141
3400.0,0.915175
1100.0,0.873573
2400.0,0.990418
4800.0,0.9169
2100.0,0.950894
4300.0,0.876452
3800.0,0.906123
3000.0,1.054436
2900.0,0.902018
1800.0,1.044133
1600.0,0.998705
4400.0,0.870378
3800.0,0.877474
3100.0,0.888876
3600.0,0.873174
3400.0,0.919473
3300.0,0.950978
1800.0,1.042695
2300.0,0.88823
4400.0,0.867109
2200.0,1.038723
1600.0,1.037395
400.0,1.048277
1500.0,1.046882
4500.0,0.946278
400.0,0.910209
900.0,1.057802
4100.0,0.98651
4200.0,0.990759
4200.0,0.960506
4200.0,0.997996
1300.0,1.058627
600.0,1.06497
4800.0,0.9521
1000.0,1.091452
1100.0,1.076439
3800.0,0.967478
3500.0,0.980781
4500.0,1.021462
1200.0,1.034601
500.0,1.09331
2700.0,0.925226
800.0,1.058667
1900.0,1.06061
3100.0,0.921118
400.0,1.050552
4500.0,0.948241
4600.0,0.880409
3900.0,0.87384
3800.0,0.987109
4800.0,0.900943
4100.0,0.980114
1200.0,1.044378
4800.0,0.979104
3700.0,0.863775
4400.0,0.890531
3700.0,0.979136
2800.0,0.984687
200.0,1.061354
200.0,1.06812
300.0,1.05494
3600.0,1.005336
700.0,0.933644
900.0,0.895511
3400.0,0.863608
2900.0,0.93678
600.0,0.87919
400.0,0.902776
1100.0,0.984593
3300.0,0.861876
3000.0,0.905075
4900.0,0.892028
700.0,0.994838
4000.0,1.028745
800.0,1.061703
1300.0,1.049726
4600.0,0.959946
600.0,0.895546
1900.0,0.949183
4600.0,1.034052
3200.0,0.977381
4100.0,1.021757
3500.0,1.00894
4200.0,0.883925
4000.0,1.005705
2600.0,0.923477
4900.0,0.919496
400.0,1.05126
4200.0,0.905454
4700.0,0.910196
400.0,1.062558
4700.0,0.883547
1800.0,0.885315
3400.0,0.868956
4600.0,1.027208
4300.0,0.934152
700.0,0.974757
3100.0,0.905338
1300.0,1.021964
1200.0,0.945453
2400.0,0.955614
4700.0,0.985446
3000.0,1.032067
2400.0,1.021731
4900.0,0.983804
800.0,1.409141
3100.0,1.095278
3400.0,1.01462
4600.0,0.968244
1400.0,1.054599
2800.0,0.999225
100.0,0.992027
1500.0,1.084659
2400.0,1.03055
800.0,1.01318
2900.0,0.985839
2200.0,0.891777
4500.0,0.870976
1000.0,0.999688
2900.0,0.87418
1800.0,1.011142
1300.0,1.027821
2400.0,0.914177
1700.0,1.027557
2200.0,1.041234
2300.0,1.037187
1400.0,1.108136
4200.0,1.029253
4700.0,0.932053
4000.0,0.867065
2200.0,0.913807
1700.0,0.9323
4700.0,0.881105
3100.0,0.961082
600.0,1.095767
4800.0,0.903618
2900.0,0.86579
1200.0,0.967196
3000.0,0.931026
3800.0,0.885275
400.0,0.879285
3700.0,0.883432
4100.0,0.923611
3200.0,1.042769
1400.0,1.035047
3300.0,0.955242
2000.0,1.038151
2900.0,0.862868
1700.0,1.049252
3000.0,0.929105
3300.0,0.861659
4200.0,0.892472
2600.0,1.044769
4500.0,0.99647
4700.0,0.915708
4900.0,0.866099
4700.0,1.001478
4500.0,0.961865
1800.0,0.997738
1000.0,0.978259
2500.0,0.888848
400.0,0.998901
2200.0,0.953702
1100.0,1.033571
2400.0,0.888623
600.0,0.978542
900.0,1.074269
2400.0,0.88936
3400.0,0.870515
2800.0,0.89317
3400.0,0.901184
2000.0,1.018049
600.0,1.111242
1500.0,1.05233
200.0,1.178416
3300.0,1.01025
2000.0,1.047682
3000.0,0.871571
3800.0,0.965253
900.0,0.952266
4800.0,0.859972
3200.0,0.868434
4400.0,0.978019
700.0,0.94204
4400.0,0.856592
1400.0,1.078041
2700.0,0.873789
2200.0,0.937697
1600.0,0.9079
500.0,0.924823
600.0,0.89256
2500.0,1.002625
2900.0,0.91761
2200.0,0.995839
4900.0,1.032915
700.0,1.039056
3300.0,0.877104
4900.0,0.875556
2400.0,0.991016
3100.0,0.891411
2600.0,0.868128
3600.0,0.902664
2800.0,1.019091
1100.0,1.044226
3000.0,0.994533
3400.0,0.959037
2200.0,1.040086
4000.0,0.936892
1300.0,0.950053
1900.0,1.046283
3400.0,0.994091
1600.0,0.931178
1700.0,0.999372
2600.0,0.921007
4400.0,0.947932
1200.0,1.063582
1300.0,1.038859
2000.0,1.049249
500.0,1.052893
4400.0,0.95667
2200.0,1.045189
1600.0,0.925725
4100.0,1.016298
1100.0,0.884705
2300.0,0.881397
400.0,0.937138
4400.0,0.966176
1600.0,1.062174
4300.0,0.888367
300.0,1.105648
1500.0,0.874959
2000.0,0.893158
4400.0,0.912823
2700.0,0.867285
2800.0,0.960884
4700.0,1.003902
1800.0,1.052413
100.0,1.097175
2900.0,0.932287
600.0,1.1168
1200.0,1.063756
400.0,0.865861
2300.0,0.879518
1400.0,1.047165
900.0,0.904201
3700.0,0.888825
2300.0,0.940341
4200.0,0.883994
2800.0,0.869836
4100.0,0.907423
500.0,0.967739
2000.0,1.066208
1700.0,1.041989
1100.0,0.981157
1600.0,0.907893
2300.0,0.899422
3900.0,0.907604
2400.0,0.912816
2400.0,0.976309
1600.0,1.064706
4300.0,0.859671
3100.0,0.898003
4000.0,0.980769
2600.0,0.888616
4700.0,0.858648
3200.0,0.901375
4400.0,0.900024
2500.0,0.933284
1400.0,0.997009
500.0,1.004472
4700.0,0.975303
4800.0,0.872795
4600.0,0.946074
100.0,0.953526
1600.0,0.912633
4300.0,0.919177
800.0,0.908631
1900.0,0.87563
3700.0,0.919989
2600.0,1.065273
500.0,1.069985
2000.0,1.043932
4800.0,0.889814
4500.0,0.907034
3600.0,0.881547
2800.0,0.975955
3900.0,1.05941
2600.0,0.884092
4100.0,0.863964
1900.0,0.91022
3900.0,0.869619
1000.0,1.000502
3800.0,0.88088
4300.0,0.96947
4100.0,0.956132
400.0,0.916908
1100.0,1.055434
2400.0,0.994258
1900.0,1.04959
2700.0,0.922232
1100.0,1.044773
800.0,1.055887
2000.0,0.996312
2200.0,0.996648
600.0,1.094262
3600.0,0.970295
1300.0,1.068467
400.0,1.108814
4100.0,0.899901
3200.0,0.996379
1300.0,1.071496
4300.0,0.933663
4800.0,0.86945
2100.0,0.996405
1300.0,1.037615
1500.0,1.065303
3000.0,0.922901
3400.0,1.009526
2600.0,1.063653
4300.0,1.027222
4300.0,0.932165
700.0,1.03158
2000.0,0.929334
4900.0,0.86249
1600.0,1.034785
300.0,0.935154
3500.0,1.021751
500.0,1.050601
400.0,1.053672
200.0,0.867486
4500.0,1.026374
4800.0,0.98877
4900.0,0.974959
3000.0,0.9646
2900.0,1.053841
4000.0,1.016484
4500.0,0.877884
1600.0,1.065843
500.0,1.046526
4800.0,0.989462
1500.0,1.059387
1500.0,1.074363
3200.0,0.991136
2400.0,0.956351
400.0,0.986502
600.0,0.974932
200.0,1.156935
1200.0,1.125534
3200.0,1.026484
600.0,0.964311
3100.0,1.010611
4000.0,0.952055
2900.0,1.042508
3700.0,0.941905
4600.0,0.970888
300.0,1.127074
2600.0,1.045566
1800.0,0.879279
3800.0,0.872307
3300.0,0.91565
3000.0,1.010367
4600.0,0.980733
300.0,1.054968
3300.0,1.019449
3700.0,1.005565
2200.0,1.051147
1200.0,1.078051
3000.0,1.007981
2800.0,0.990685
4700.0,0.936376
400.0,0.855549
2800.0,1.018069
4300.0,0.981631
4700.0,1.010315
3600.0,0.980055
4500.0,0.916875
4400.0,0.994571
1300.0,1.065252
2900.0,0.928078
900.0,1.064663
2700.0,1.035871
4700.0,0.947953
1600.0,0.997246
4400.0,0.926204
500.0,0.972562
4600.0,0.854516
1100.0,1.05059
200.0,1.198036
2300.0,0.874364
1600.0,0.917202
1500.0,0.87605
1900.0,1.084221
4500.0,1.011582
2400.0,1.043042
800.0,1.087914
2500.0,0.870376
3600.0,0.887541
1400.0,0.928304
4600.0,0.858632
1700.0,1.040359
500.0,0.884553
3300.0,0.910286
2200.0,0.992686
1600.0,1.044985
4500.0,0.914087
3900.0,1.010423
2000.0,1.053995
2400.0,0.9097
2600.0,1.053388
1400.0,1.004742
1900.0,1.054118
500.0,1.043417
2300.0,1.025987
3200.0,1.031346
700.0,1.064971
2200.0,1.011241
1400.0,1.074623
4600.0,0.9662
2200.0,1.040258
1400.0,1.023313
2600.0,0.867495
200.0,1.372238
3800.0,0.860661
